Q,Toxicity_score,T,Toxicity_score
"“the CHINA virus” Worth remembering: https://www.youtube.com/watch?v=aeVrMniBjSc  Wuhan Institute of Virology [geo location]? [1st biosafety lvl 4 lab – 2015] City/Province origin – hot zone [geo location]? https://www.justice.gov/opa/pr/harvard-university-professor-and-two-chinese-nationals-charged-three-separate-china-related   “Unbeknownst to Harvard University beginning in 2011, Lieber became a “Strategic Scientist” at [Wuhan] University of Technology (WUT) in China and was a contractual participant in China’s Thousand Talents Plan from in or about 2012 to 2017.” [rapid spread] https://www.theepochtimes.com/the-closing-of-21-million-cell-phone-accounts-in-china-may-suggest-a-high-ccp-virus-death-toll_3281291.html  >End POTUS rally(s)? >End POTUS econ gains? >End POTUS unemployment gains? >End POTUS [A, B, C, D, ……]? [weaken prior to P_elec?] >Delay US/China trade negotiations?  [China pref Biden[+VP] as P?] >Shelter [Biden] public appearances? >Shelter [Biden] debate(s)? >Push new/revised P_2020 > vote by mail? [unsecure] https://twitter.com/TomFitton/status/1242071506445885441  >Push [D] ‘wish list’ [unrelated] items CV Bill [voting amends]? https://twitter.com/SenTomCotton/status/1242169734763819011  What is the mathematical probability this occurs [the ‘time bomb’ explodes] at the exact point in time that allows for maximum damage [above] prior to the P_elec? Outside of standard deviation? WHO BENEFITS THE MOST? [Mueller failed] [Impeachment failed] >Why was it critically important impeachment be rushed in the House? [MSM[D party]/Hollywood narrative(s) failed] [THE COUP FAILED] [D] party leading nominee established [super T] prior to lock-down [take-over]? [Sanders ELIM_Biden_FRONT] Occam's razor simply states that of any given set of explanations for an event occurring, the simplest one is most likely the correct one.  Q",0.12736979,Too bad a large portion of the Media refuses to report the lies and corruption having to do with the Rigged Witch Hunt - but that is why we call them FAKE NEWS!,0.563013
https://www.youtube.com/watch?v=hRFHyBXEbhY&feature=youtu.be  Russian bots? Why are the biggest media co's in the world continually attacking if we are simply a conspiracy/LARP? Who controls the media? [6] Who controls [6]? Logical thinking. Q,0.1266586,"Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Councel because the public understands that there was no  Collusion with Russia (so ridiculous), that the two FBI lovers were a fraud against our Nation &amp, that the only Collusion was with the Dems!",0.6350503
"18 U.S. Code § 2385. Advocating overthrow of Government. Whoever knowingly or willfully advocates, abets, advises, or teaches the duty, necessity, desirability, or propriety of overthrowing or destroying the government of the United States or the government of any State, Territory, District or Possession thereof, or the government of any political subdivision therein, by force or violence, or by the assassination of any officer of any such government; or Whoever, with intent to cause the overthrow or destruction of any such government, prints, publishes, edits, issues, circulates, sells, distributes, or publicly displays any written or printed matter advocating, advising, or teaching the duty, necessity, desirability, or propriety of overthrowing or destroying any government in the United States by force or violence, or attempts to do so; or Whoever organizes or helps or attempts to organize any society, group, or assembly of persons who teach, advocate, or encourage the overthrow or destruction of any such government by force or violence; or becomes or is a member of, or affiliates with, any such society, group, or assembly of persons, knowing the purposes thereof— Shall be fined under this title or imprisoned not more than twenty years, or both, and shall be ineligible for employment by the United States or any department or agency thereof, for the five years next following his conviction. If two or more persons conspire to commit any offense named in this section, each shall be fined under this title or imprisoned not more than twenty years, or both, and shall be ineligible for employment by the United States or any department or agency thereof, for the five years next following his conviction. As used in this section, the terms “organizes” and “organize”, with respect to any society, group, or assembly of persons, include the recruiting of new members, the forming of new units, and the regrouping or expansion of existing clubs, classes, and other units of such society, group, or assembly of persons.",0.12656386,"From the day I announced I was running for President, I have NEVER had a good @FoxNews Poll. Whoever their Pollster is, they suck. But @FoxNews is also much different than it used to be in the good old days. With people like Andrew Napolitano, who wanted to be a Supreme....",0.6356742
https://www.youtube.com/watch?v=f78n1eHYrIE  Revival. Q,0.12274961,"Who are the four prosecutors (Mueller people?) who cut and ran after being exposed for recommending a ridiculous 9 year prison sentence to a man that got caught up in an investigation that was illegal, the Mueller Scam, and shouldn’t ever even have started? 13 Angry Democrats?",0.53490317
Indictments coming. [2019] Q,0.12273514,"The Do Nothing, Radical Left Democrats have just announced that they are going to seek to Impeach me over NOTHING. They already gave up on the ridiculous Mueller “stuff,” so now they hang their hats on two totally appropriate (perfect) phone calls with the Ukrainian President....",0.5876557
>>7653597 The point being many (R)s are confused re: must go through additional 'hoops' in order to vote (re: (R) party registration). % not mailed? % 'supposedly' lost? % delayed? % returned [D] _unchanged? Q,0.12153074,"Don’t get why @FoxNews puts losers on like @RepSwalwell (who got ZERO as presidential candidate before quitting), Pramila Jayapal, David Cicilline and others who are Radical Left Haters? The Dems wouldn’t let @FoxNews get near their bad ratings debates, yet Fox panders. Pathetic!",0.8785311
>>7509907 It's scary just how good you guys are!,0.12130994,"The lawyer for the Whistleblower takes away all credibility from this big Impeachment Scam! It should be ended and the Whistleblower, his lawyer and Corrupt politician Schiff should be investigared for fraud!",0.6780764
>>7556837 Mathematically impossible.,0.11976106,"....COMING HOME! We were supposed to be there for 30 days - That was 10 years ago. When these pundit fools who have called the Middle East wrong for 20 years ask what we are getting out of the deal, I simply say, THE OIL, AND WE ARE BRINGING OUR SOLDIERS BACK HOME, ISIS SECURED!",0.7689423
">>7965951 SC to hear case re: legality of impeachment Articles drafted by House? [clean record] Failed to support [Constitution] 'Treason, Bribery, or other high Crimes and Misdemeanors'? Partisan politics.  Q",0.11902274,"....non-existent “sources” and a drunk/drugged up loser who hates Michael, a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked &amp, respected. Most people will flip if the Government lets them out of trouble, even if....",0.5319084
Never forget who directed. Q,0.118804395,"....during his hopeless “presidential” campaign. They will remain silent! The fact is, when Mini losses, he will be spending very little of his money on these “clowns” because he will consider himself to be the biggest clown of them all - and he will be right!",0.7093121
https://www.breitbart.com/politics/2019/12/22/study-immigration-redistribute-26-congressional-seats-blue-states-2020-election/  https://www.breitbart.com/politics/2019/12/22/red-state-democrat-governors-approve-more-refugees-states/  Important to read and understand. Why do [D]s want to flood the US w/ illegal immigrants? This is not another [4] year election. Our democracy is at stake.  POWER & CONTROL. Do not mistake this backchannel [tool] as a means to be complacent. Fight! Fight! Fight! Your voice and your vote matters. Q,0.11843997,"Our record Economy would CRASH, just like in 1929, if any of those clowns became President!",0.80401146
THE GREAT AWAKENING. Q,0.11698449,"“The FBI received documents from Bruce Ohr (of the Justice Department &amp, whose wife Nelly worked for Fusion GPS).” Disgraced and fired FBI Agent Peter Strzok. This is too crazy to be believed! The Rigged Witch Hunt has zero credibility.",0.5154597
https://twitter.com/kim_sax1/status/1197684058547007488  News unlocks. You have more than you know. Q,0.11523775,"....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and others) who will be instantly shooting, the sicko will NEVER attack that school. Cowards won’t go there...problem solved. Must be offensive, defense alone won’t work!",0.60476285
>>7510185 And this is only the beginning!,0.11462978,"The Do Nothing Democrats should be focused on building up our Country, not wasting everyone’s time and energy on BULLSHIT, which is what they have been doing ever since I got overwhelmingly elected in 2016, 223-306. Get a better candidate this time, you’ll need it!",0.67938596
To be blunt…. GAME OVER. Q,0.114352986,"I would find it hard to believe that failed presidential candidates Tom Steyer, or Mini Mike Bloombeg, would contribute to the Democrat Party, even against me, after the way they have been treated - laughed at &amp; mocked. The real politicians ate them up and spit them out!",0.55379003
https://twitter.com/45HarisonHarold/status/1229591987369709568  Do people really believe this [attack] can happen against the President of the United States and nothing will happen? Moves and countermoves. Q,0.11382103,"This is the time for Mexico, with the help of the United States, to wage WAR on the drug cartels and wipe them off the face of the earth. We merely await a call from your great new president!",0.55316484
>>7526506 Logical thinking. Q,0.11350573,"Our pathetic, slow moving Federal Reserve, headed by Jay Powell, who raised rates too fast and lowered too late, should get our Fed Rate down to the levels of our competitor nations. They now have as much as a two point advantage, with even bigger currency help. Also, stimulate!",0.7093121
">>7536020 WW. Though, nothing should ever replace 'Christ' in 'Christmas'.  Merry Christmas, Anons/Patriots. God is on our side. Q",0.11292703,"Now that Russian collusion, after one year of intense study, has proven to be a total hoax on the American public, the Democrats and their lapdogs, the Fake News Mainstream Media, are taking out the old Ronald Reagan playbook and screaming mental stability and intelligence.....",0.7278635
">>7560746 Anons love these shoutouts from Q+, Q.  They're amazing.",0.112906076,"...&amp, overwhelming,” but this Scam Impeachment was neither. Also, very unfair with no Due Process, proper representation, or witnesses. Now Pelosi is demanding everything the Republicans weren’t allowed to have in the House. Dems want to run majority Republican Senate. Hypocrites!",0.7734262
"What happened 'FOLLOWING' Bolton's departure from the WH? WH clean? What happened 'FOLLOWING' impeachment? Nadler, Pelosi, Schiff cannot walk down the street? Imagine that! Q",0.112900935,"The people of Puerto Rico are wonderful but the inept politicians are trying to use the massive and ridiculously high amounts of hurricane/disaster funding to pay off other obligations. The U.S. will NOT  bail out long outstanding &amp, unpaid obligations with hurricane relief money!",0.5456541
>>7536145 Dark > Light. Those you are taught to trust most…. Q,0.112531215,"The Dems are crazed, they will do anything. Honesty &amp; truth don’t matter to them. They are badly wounded. Iowa vote count was a disaster for them! https://t.co/HhhazMKEk3",0.7392461
>>7555466 Fired/forced _ FBI? Fired/forced _ DOJ? Fired/forced _ State? Fired/forced _ Senate? Fired/forced _ Congress? Fired/forced _ C_A Fired/forced _ DoD? Hired/install _ SC? Hired/install _ Federal Judiciary? Hired/install _ DOJ Hired/install _ C_A Locked & Loaded. Q,0.112263136,"I got severely criticized by the Fake News Media for being too nice to President Putin. In the Old Days they would call it Diplomacy. If I was loud &amp, vicious, I would have been criticized for being too tough. Remember when they said I was too tough with Chairman Kim? Hypocrites!",0.7680988
"https://twitter.com/DExEUgov/status/1220354468207874048  Congratulations, UK Patriots! Independence is a beautiful thing! Globalism dead? Q",0.1121608,WITCH HUNT!,0.5154597
"http://twitter.com/KingstonChurch3/status/1203332761542520832  What happens when people don't conform to their rule? What happens when people cannot defend themselves? Why do [D]'s want to abolish the 2nd amendment?  ""A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed."" What did the Framers of the Constitution fear the most?  http://www.archives.gov/founding-docs/declaration-transcript  ""–That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.  But when a long train of abuses and usurpations, pursuing invariably the same Object evinces a design to reduce them under absolute Despotism, it is their right, it is their duty, to throw off such Government, and to provide new Guards for their future security.–"" We, the People. Q",0.11195765,"When you give a crazed, crying lowlife a break, and give her a job at the White House, I guess it just didn’t work out. Good work by General Kelly for quickly firing that dog!",0.63826245
First indictment [unseal] will trigger mass pop awakening.  First arrest will verify action and confirm future direction. They will fight but you are ready. Marker [9]. Q,0.111844815,“Schiff blasted for not focusing on California homeless.” @foxandfriends  His District is in terrible shape. He is a corrupt pol who only dreams of the Impeachment Hoax. In my opinion he is mentally deranged!,0.74540114
First indictment [unseal] will trigger mass pop awakening.  First arrest will verify action and confirm future direction. They will fight but you are ready. Marker [9]. Q,0.111844756,Steyer is a major loser. Just doesn’t get it. This is second time with Bernie! https://t.co/fxZh8zNhks,0.74610317
@Snowden  #HOMECOMING2020 Q,0.1085605,Republicans have never been more unified than they are right now! The Dems are a mess under the corrupt leadership of Nervous Nancy Pelosi and Shifty Adam Schiff!,0.7093121
"https://www.wsj.com/articles/justice-department-believes-it-lacked-legal-basis-for-continued-surveillance-of-trump-adviser-11579810061?  Correction will be needed: ALL SURV re: POTUS [hops] will be concluded that there was “insufficient predication to establish probable cause.""  Q",0.107316345,"IF OUR FORMALLY TARGETED FARMERS NEED ADDITIONAL AID UNTIL SUCH TIME AS THE TRADE DEALS WITH CHINA, MEXICO, CANADA AND OTHERS FULLY KICK IN, THAT AID WILL BE PROVIDED BY THE FEDERAL GOVERNMENT, PAID FOR OUT OF THE MASSIVE TARIFF MONEY COMING INTO THE USA!",0.5154597
"https://www.wsj.com/articles/justice-department-believes-it-lacked-legal-basis-for-continued-surveillance-of-trump-adviser-11579810061?  Correction will be needed: ALL SURV re: POTUS [hops] will be concluded that there was “insufficient predication to establish probable cause.""  Q",0.107316345,"Iran is talking very boldly about targeting certain USA assets as revenge for our ridding the world of their terrorist leader who had just killed an American, &amp, badly wounded many others, not to mention all of the people he had killed over his lifetime, including recently....",0.5154597
No (R) option in CA when registering to vote? Welcome to the [D] party con. Q,0.104312,"“Border Patrol Agents want the Wall.” Democrat’s say they don’t want the Wall (even though they know it is really needed), and they don’t want ICE. They don’t have much to campaign on, do they? An Open Southern Border and the large scale crime that comes with such stupidity!",0.8606264
No (R) option in CA when registering to vote? Welcome to the [D] party con. Q,0.10431183,"The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats. Watch out for them, they are human scum!",0.8606264
">>7866980 Thank you, Anon. [SEC] server re-routes create delays. [F] Q",0.104057886,#DONOTHINGDEMOCRATS,0.5154597
>>7942766 I'll have fun when things start happening in OUR favor!!,0.10309169,"Susan Rice, who was a disaster to President Obama as National Security Advisor, is now telling us her opinion on what to do in Syria. Remember RED LINE IN THE SAND? That was Obama. Millions killed! No thanks Susan, you were a disaster.",0.5255982
https://www.youtube.com/watch?v=OB_l9wb0dz0  Watch and listen carefully. [D]s threaten and cull 'independently elected' officials to fall-in-line [follow orders] or face being ousted?  Who controls the [D] party? Who really controls the [D] party? Threat: If a major political party can be [controlled] does that represent a clear and present danger to the United States of America? [GS] Q,0.102413885,Governor Cuomo wanted to see me this weekend. He just canceled. Very hard to work with New York - So stupid. All they do is sue me all the time! https://t.co/ps0OzMxuE5,0.8043807
https://twitter.com/repadamschiff/status/449641921187545088  Coming soon. Q,0.10234087,"The Fake News Networks, those that knowingly have a sick and biased AGENDA, are worried about the competition and quality of Sinclair Broadcast. The “Fakers” at CNN, NBC, ABC &amp, CBS have done so much dishonest reporting that they should only be allowed to get awards for fiction!",0.53490317
>>7536091 [Corn] harvest. 5:5? Q,0.10233672,"“Nancy Pelosi cares more about power than she does about principle. She did not want to go down this road. She realizes this is a huge loser for Democrats. The Founders envisioned the worst people being in politics, yet they couldn’t envision this. You have these people taking...",0.7305214
https://video.foxnews.com/v/6116884055001#sp=show-clips  https://video.foxnews.com/v/6116883424001#sp=show-clips  Q,0.10182375,"....I have been packed all day with meetings, I have no time for stupidity. We’re working around the clock to KEEP AMERICA SAFE!",0.76853955
https://twitter.com/NatashaBertrand/status/1210593915008638976  Haspel made Dir for a specific reason? Brennan 'tapped' directly for support? Brennan CLAS SEC DIV > spy_T? IF C_A WAS RUNNING BLACK OP [spy_T] IN UK WOULD HASPEL [STATION CHIEF] BE INFORMED AND INSTRUCTED? MI6? Meeting(s) w/ Durham? The only way to restore faith is through transparency and accountability.  Q,0.101775035,"The pathetic and dishonest Weekly Standard, run by failed prognosticator Bill Kristol (who, like many others, never had a clue), is flat broke and out of business. Too bad. May it rest in peace!",0.8355208
https://twitter.com/NatashaBertrand/status/1210593915008638976  Haspel made Dir for a specific reason? Brennan 'tapped' directly for support? Brennan CLAS SEC DIV > spy_T? IF C_A WAS RUNNING BLACK OP [spy_T] IN UK WOULD HASPEL [STATION CHIEF] BE INFORMED AND INSTRUCTED? MI6? Meeting(s) w/ Durham? The only way to restore faith is through transparency and accountability.  Q,0.10177492,"“John Brennan, no single figure in American history has done more to discredit the Intelligence community than this liar. He’s a liar about being a liar.”",0.8355208
"https://www.youtube.com/watch?v=ponkMA8ta2M  [11:50] [AS] memo FALSE. If [AS] was privy to GANG OF 8 classified material would he not know the same FACTS (TRUTH) as NUNES/others?  ""Knowingly."" OP activity pre_July 2016? Why is this relevant? Worth watching from [11:50] to end. #FactsMatter Q",0.101520225,The Black community brilliantly turned their backs on Mini Mike because they know he is a pandering phony who never did right by them! https://t.co/OERuf0ZKOk,0.69180715
"https://www.youtube.com/watch?v=ponkMA8ta2M  [11:50] [AS] memo FALSE. If [AS] was privy to GANG OF 8 classified material would he not know the same FACTS (TRUTH) as NUNES/others?  ""Knowingly."" OP activity pre_July 2016? Why is this relevant? Worth watching from [11:50] to end. #FactsMatter Q",0.101520225,"RT @JudgeJeanine: The democrats are tearing this country apart. They are wusses, wimps and weasels. They don’t have the chutzpah to face Do...",0.69011813
>>7557024 Thanks for standing watch with us for a little while on this emotional night. We are with you and POTUS. Please pass that on to him.,0.10150101,".....BY THE WAY, DON’T CALL ME AGAIN, I’LL CALL YOU WHEN YOU’VE DONE WHAT I’VE ASKED.’” A reminder, that wasn’t just stupid, it was FALSE.” @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress &amp, the American People. End Witch Hunt!",0.76920176
Who was the 17th Director of the NSA? https://www.washingtonpost.com/world/national-security/pentagon-and-intelligence-community-chiefs-have-urged-obama-to-remove-the-head-of-the-nsa/2016/11/19/44de6ea6-adff-11e6-977a-1030f822fc35_story.html  Q,0.10120482,"Not surprisingly, the GREAT Men &amp, Women of the FBI are starting to speak out against Comey, McCabe and all of the political corruption and poor leadership found within the top ranks of the FBI. Comey was a terrible and corrupt leader who inflicted great pain on the FBI! #SPYGATE",0.53490317
>>8031555 >https://twitter.com/Scavino45/status/1224922494412427265  >Sometimes the past can find the future.  IN GOD WE TRUST. WHAT A COINCIDENCE!,0.10076162,"Congratulations to Judge Jeanine on the tremendous success of her new #1 best-selling book, “Liars, Leakers, and Liberals – The Case Against the Anti-Trump Conspiracy!”",0.53490317
#Vatican ambassador to #France resigns after molestation allegations  4:20 AM - 17 Dec 2019 https://twitter.com/Jerusalem_Post/status/1206911991702577153   >>7536127 Godspeed Q,0.10014991,How the hell is Bruce Ohr still employed at the Justice Department? Disgraceful!  Witch Hunt!,0.73932725
https://twitter.com/M2Madness/status/1207699372055711744  Puppet following orders. Q,0.098923005,"Of course we should have captured Osama Bin Laden long before we did. I pointed him out in my book just BEFORE the attack on the World Trade Center. President Clinton famously missed his shot. We paid Pakistan Billions of Dollars &amp, they never told us he was living there. Fools!..",0.7719491
/agg_image_failure/ /route_DoD_11.11.18/ America Will Be Unified Again. Future Proves Past. Q,0.09751911,"The Amazon Washington Post and three lowlife reporters, Matt Zapotosky, Josh Dawsey, and Carol Leonnig, wrote another Fake News story, without any sources (pure fiction), about Bill Barr &amp, myself. We both deny this story, which they knew before they wrote it. A garbage newspaper!",0.58428586
http://twitter.com/M2Madness/status/1201338878046752771  Why are the largest media co's in the world constantly attacking this so-called 'conspiracy'?  http://www.bing.com/news/search?q=qanon&qft=interval%3d%229%22&form=PTFTNR  People awake = greatest fear. Information Warfare. Q,0.09717418,"Crazy Maxine Waters, said by some to be one of the most corrupt people in politics, is rapidly becoming, together with Nancy Pelosi, the FACE of the Democrat Party. Her ranting and raving, even referring to herself as a wounded animal, will make people flee the Democrats!",0.6364068
"https://twitter.com/KarluskaP/status/1222922986262495232  Impeachment end. [Attempts to send new Article(s) to Senate to delay?] State of the Union. Boomerang. “And the rocket's red glare, the bombs bursting in air, gave proof through the night that our flag was still there.” Q",0.09649713,"The Fake News hates me saying that they are the Enemy of the People only because they know it’s TRUE. I am providing a great service by explaining this to the American People. They purposely cause great division &amp, distrust. They can also cause War! They are very dangerous &amp, sick!",0.5304168
The lines are drawn. [Zw7301-&vQ-00-00-03] Define Renegade [Hussein USSS code name]. Standard definition. Define Evergreen [HRC USSS code name] Non-standard defintion. Think depopulation.  The Silent War continues… Q,0.09403097,READ THE TRANSCRIPTS!,0.54864717
">>8251665 Love and Light, Patriot. Have faith and trust in yourself. WWG1WGA!!! Q",0.0938585,....BUT MAYBE I STILL WILL. WITCH HUNT!,0.56166124
https://twitter.com/RainbowFairy12/status/1236943098103713793  +comments Per MSM [Fake News]: (person in the basement - LARP) who simply asks(ed) questions on a forum [imageboard] that generates(ed) continued [massive (thousands)] MSM attacks & WW movement [Great Awakening]? Logical thinking. Backchannels are important when the 'news' itself is untrustworthy [controlled]. WWG1WGA!!! Q,0.09385412,"Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like our great Country. She had a total meltdown in the White House today. It was very sad to watch. Pray for her, she is a very sick person!",0.56289244
>>7966693 https://twitter.com/paulsperry_/status/1222666659892207616  https://twitter.com/paulsperry_/status/1222637173889011712  Remember these names. Q,0.09345381,"I love Michigan, one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor, Gretchen “Half” Whitmer is way in over her ahead, she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA",0.5342432
https://twitter.com/owillis/status/1230526620483694595  Here we go again. What happens when billion dollar media co's attack & miss? All for a 'few thousand' followers? All for a 'conspiracy'? >A public awake is their greatest fear< Q,0.09338274,"The Washington Post is far more fiction than fact. Story after story is made up garbage - more like a poorly written novel than good reporting. Always quoting sources (not names), many of which don’t exist. Story on John Kelly isn’t true, just another hit job!",0.556631
https://twitter.com/paulsperry_/status/1207003010641076225  The swamp runs DEEP. Sleeper[s] everywhere. Think Coats. Wheels in motion. Q,0.09286419,Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this CNN flunky!,0.7159416
https://twitter.com/SullengerCheryl/status/1226334622658834432  The bottom half was instructed (99% good). The first will send a shock wave.  Q,0.09154077,"There is another Russia, Russia, Russia meeting today. It is headed up by corrupt politician Adam “Shifty” Schiff, so I wouldn’t expect too much! @DHS_Wolf",0.54158914
>>7536175  Q3354  The Storm Sequence of Events: Horowitz IG Report > Comey Report > Declas of FISA > Indictments,0.0912565,"WOW, BLOOMBERG IS A TOTAL RACIST! https://t.co/2QLhxUxs1J",0.74442637
>>7535127 The Senate must be unrestricted to conduct 'other' important business. If [D]s knew Senate would not vote to convict - why proceed?  How long does a typical Senate impeachment trial take?  Can the Senate conduct 'other' business during this time? No. What 'value' might this have for [D]s? Barr/Durham working in secret?  Senate working openly? 'Value' of public learning the truth prior to i_unseal? Propaganda_push failing. Transparency & Accountability is the only way forward to save the Republic. This is not another 4-year election. Game theory. Q,0.090685576,"But the Witch Hunt continues. After 3 years of relentless attacks against the Republican Party &amp, me, the Do Nothing Dems are losers for America! https://t.co/met2y8VoPe",0.71830297
>>7639202 Post drop? 5:5? Q,0.090421714,"Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed. Also, our fully tax paying retailers are closing stores all over the country...not a level playing field!",0.82662404
>>8200492 Primary purpose of referencing 'Twitter' accounts? TOGETHER you are invincible.  CONNECTED. UNITED. WWG1WGA!!! Q,0.08969927,"Much of the bad blood with Russia is caused by the Fake &amp, Corrupt Russia Investigation, headed up by the all Democrat loyalists, or people that worked for Obama. Mueller is most conflicted of all (except Rosenstein who signed FISA &amp, Comey letter). No Collusion, so they go crazy!",0.5571116
>>7536175 https://twitter.com/elenochle/status/1204129788065042433   DO YOU BELIEVE IN COINCIDENCE?  (anon colab),0.08864012,"When will this illegal Joseph McCarthy style Witch Hunt, one that has shattered so many innocent lives, ever end-or will it just go on forever? After wasting more than $40,000,000 (is that possible?), it has proven only one thing-there was NO Collusion with Russia. So Ridiculous!",0.74162835
https://www.gchq.gov.uk/person/jeremy-fleming  Name worth remembering. Q,0.08830971,"....No Pressure at all said Ukraine! Very congenial, a perfect call. The Whistleblower and others spoke BEFORE seeing the Transcript. Now they must apologize to me and stop this ridiculous impeachment!",0.7144284
"https://twitter.com/duffing_it_up/status/1194039578753003521  MSM constant attacks? Ask yourself, why? Q",0.08697266,"....looking for trouble. They are enjoying ruining people’s lives and REFUSE to look at the real corruption on the Democrat side - the lies, the firings, the deleted Emails and soooo much more! Mueller’s Angry Dems are looking to impact the election. They are a National Disgrace!",0.5876557
"[Feb 11 2019] ""Step Four: Open 'new' Fake & False investigations as CHAIRMAN of the House Intel Comm to retain disinformation campaign designed to keep liberal/D Americans onboard to regain POWER & PREVENT prosecution - Executive Time!"" - Q Pre_public_awareness? LIKE CLOCKWORK. [D][1-6] Enjoy the show! Q",0.0863838,The Do Nothing Democrats have become the Party of lies and deception! The Republicans are the Party of the American Dream!,0.5991599
GOD WINS,0.086350046,"CNN is being torn apart from within based on their being caught in a major lie and refusing to admit the mistake. Sloppy @carlbernstein, a man who lives in the past and thinks like a degenerate fool, making up story after story, is being laughed at all over the country! Fake News",0.81914806
Why are the [2] articles being held by Pelosi? Will holding actually impact the decision of the Senate? No. Will holding actually provide a better scenario [public opinion] to [D]s?  No. Will holding actually 'sway' select Senators to change their vote?  No.  When blackmail and threats no longer work……. Why are the [2] articles being held by Pelosi? What happens when the articles of impeachment are sent from the House to the Senate? Can the Senate conduct 'other' business during this time? No. What 'value' might exist by holding the articles? How long do Senate impeachment trials normally take? What statements have been made re: timing? Think 'fast-tracking'. What statements have been made by Chairman Graham re: Senate FISA hearing(s) & witnesses? WHY IS PELOSI HOLDING THE [2] ARTICLES OF IMPEACHMENT? Q,0.08546514,"Mini Mike Bloomberg is a LOSER who has money but can’t debate and has zero presence, you will see. He reminds me of a tiny version of Jeb “Low Energy” Bush, but Jeb has more political skill and has treated the Black community much better than Mini! https://t.co/qIef5VhjDr",0.794439
>>7942819 Play a game of 'Where Are They Now?'. Think CEOs. Think FBI. Think DOJ. Think WH. Think State. Think C_A. Think [F] intel. ……….. Think Judge install. Think SC install. Think DOJ install. Think FBI install. Think C_A install. Think PM UK install. Think! THE BEST IS YET TO COME. Q,0.084961995,"“Incomes much higher under Trump than Bush, Obama.” @foxandfriends And almost everything else is better also (except I am driving the Deep State, and the Radical Left, Do Nothing Democrats, CRAZY)!",0.52097267
https://www.foxnews.com/politics/adam-schiffs-own-ukraine-connection-comes-under-scrutiny  Q,0.08475598,"Unbelievably, James Comey states that Polls, where Crooked Hillary was leading, were a factor in the handling (stupidly) of the Clinton Email probe. In other words, he was making decisions based on the fact that he thought she was going to win, and he wanted a job. Slimeball!",0.53490317
"https://twitter.com/ABC/status/1227640976363212800  ""Far-right conspiratorial writer who has no credibility…."" - [CS] PANIC IN DC! Q",0.0843237,"While the disgusting Fake News is doing everything within their power not to report it that way, at least 3 major players are intimating that the Angry Mueller Gang of Dems is viciously telling witnesses to lie about facts &amp, they will get relief. This is our Joseph McCarthy Era!",0.54964954
"https://twitter.com/FollowQanon/status/1206045134036582400  FAKE NEWS hiding the TRUTH? ""Knowingly."" We, the People. Enjoy the show! Q",0.084237844,"As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico &amp, Canada have tough immigration laws, whereas ours are an Obama joke. ACT CONGRESS",0.6818015
"Read [1] https://www.miamiherald.com/news/politics-government/article237959369.html  Read [2] https://www.miamiherald.com/news/politics-government/article214974800.html  5:5? Welcome to the [D] party. Well done, Anons.  Q",0.08420505,....to pay. Open area immediately for medical help and verification. Another humanitarian disaster for no reason whatsoever. SICK!,0.53490317
https://www.nationalreview.com/corner/born-alive-abortion-survivors-protection-act-fails-in-the-senate/  Q,0.082965836,"According to NBC News, Voters Nationwide Disapprove of the so-called Mueller Investigation (46%) more than they Approve (41%). You mean they are finally beginning to understand what a disgusting Witch Hunt, led by 17 Angry Democrats, is all about!",0.56155175
http://www.youtube.com/watch?v=YJnQnD9EXnw  Q,0.08278858,"The @foxnewPolls, always inaccurate, are heavily weighted toward Dems. So ridiculous - same thing happened in 2016. They got it all wrong. Get a new pollster!",0.6364068
">>7965933 Pelosi claims Trump 'violated the constitution' in weekly press briefing 27,810 views•Streamed live 89 minutes ago  Speaker Pelosi holds her weekly press briefing.  https://youtu.be/ltdHdxOu76g",0.08273155,"The Impeachment Witch Hunt should be over with the statement made last night by the President and Foreign Minister of Ukraine. Nervous Nancy Pelosi, who should be home cleaning up the dangerous &amp, disgusting Slum she is making of her District in San Francisco, where even the......",0.5320398
