Q,Toxicity_score,T,Toxicity_score
https://thefederalist.com/2020/05/08/obama-biden-oval-office-meeting-on-january-5-was-key-to-entire-anti-trump-operation/  SHADOW PRESIDENCY SET UP. Q,0.06498664,"The Tulsa, Oklahoma area has been approved for a transportation loan from the @USDOT of up to $120M to help expand highway on the Gilcrease Expressway West Project. This will mean less congestion and faster routes to popular spots! @GovStitt",0.04920672
SHADOW PRESIDENCY. [Hussein] pre-post [F] travel [shadow] POTUS? Q,0.1123033,"We have sent our best Military &amp; @FEMA Teams, already there. Governor must now “set you free” to help. Will be with you soon! https://t.co/cuG1YacPdx",0.06839302
"Crowdstrike testimony re: DNC & Russia [hack]? >no direct evidence? >manipulation of source? >comp-to-comp [transfer] speed [hack]? >internal DL [terminal 1] speed? >hand-to-hand transfer? >WL publish v SR 187? >MS13 [2] 187 geo-location? >MS13 [2] 187 date? >MS13 [2] case summary notes? Interning for the [DNC] can be deadly. [ALL WITNESS REPORTS NON_EVIDENCE RUSSIA_POTUS CONNECT] [DOSSIER PRIMARY VEHICLE FISA_SC_IMPEACH] [DOSSIER DISCREDIT PRIOR-TO [KNOWN]] [NO NAME ASSIST [SENATOR STAMP_credible] _ FBI FLOOR 7 _ DNI _ POTUS PDB] [FBI Floor 7][DNI][CIA][DNC][WH] primary [bulk] [FBI Floor 7] [DNC][HRC4Pres][DNI][CIA][WH] _FISA 4 [upstream collection primary target POTUS cross 1-9] _FISA 1 [upstream collection primary target C cross 1-3] [FBI Floor 7] [DOJ_LL][BC] coord tarmac [unofficial]_HRC(e)discuss][exchange SC][security detail planning-coord DOJ_LL + BC] [DOJ_LL] instruct [Comey] PR1 [drop all charges [MSM]] [DOJ_LL] instruct language re report HRC [C] ""careless"" [FBI Floor 7] deep-cover operatives crosswalk CIA>FBI [PS] [FBI Floor 7] assist [CIA] domestic spy_avoid [CIA] non_USA charter  [FBI Floor 7] assist [CIA] pull_down umbrella spy FVEY [unofficial] FVEY UK-AUS reverify AUTH_WH [unusual req special instruction] [FBI Floor 7] [UK assist] Steele > B_Ohr > N_Ohr > FusionGPS [shell 2] [FBI Floor 7] [CIA] spy_insert 1-3 [AUS assist] POTUS_campaign [FBI Floor 7] James Baker - Perkins Coie [shell 2] [FBI Floor 7] insurance 1-4 [FISA targets 1-4]  [FBI Floor 7] WH_POTUS ""non_target"" [FBI Floor 7] [DOJ_RR] wear_wire assist 'entrap to force'  [Fail move 2] [FBI Floor 7] [DOJ] push Sessions recuse  [FBI Floor 7] > 'in_the_park' discuss [MUELLER] POTUS FBI[2] [regain control] [FBI Floor 7] [DOJ_RR] appoint_[MUELLER]_SC [DOJ_RR][#2][CLAS 1-99] scope_memo target FISA 1-4 [initiate immediate gag order][force comply v POTUS] [DOJ_RR] [AF1_POTUS]  [Background][SOROS-HUSSEIN-HRC][MSM+SOCIALM][HOLLYWOOD] propaganda push_coord establish 1-7 movement(s) ANTIFA silence-stop endorse_POTUS(pro). Q",0.15980396,"Great news for the Dallas area! Dallas Area Rapid Transit (DART) will be receiving $229M in funding to keep front line workers, and the many riders that depend on transit, employed and safe. This will be critical to economic recovery! @GregAbbott_TX @dartmedia",0.037447937
https://twitter.com/johncardillo/status/1258525297042833408  All assets deployed. Win by any means necessary. [D] party death spiral.  Q,0.075601846,"My team is closely monitoring the flooding in Central Michigan – Stay SAFE and listen to local officials. Our brave First Responders are once again stepping up to serve their fellow citizens, THANK YOU!",0.06002246
https://twitter.com/IPOT1776/status/1258590313343447041  Q,0.056671884,"Now that our Country is “Transitioning back to Greatness”, I am considering rescheduling the G-7, on the same or similar date, in Washington, D.C., at the legendary Camp David. The other members are also beginning their COMEBACK. It would be a great sign to all - normalization!",0.061991468
https://www.foxnews.com/politics/trump-dirty-cops-to-pay-big-price-for-russia-probe-after-release-of-transcripts-in-fox-friends-interview  Q,0.25608486,"State of Nevada “thinks” that they can send out illegal vote by mail ballots, creating a great Voter Fraud scenario for the State and the U.S. They can’t! If they do, “I think” I can hold up funds to the State. Sorry, but you must not cheat in elections. @RussVought45 @USTreasury",0.15236673
https://twitter.com/Kingfreespeech/status/1258628590926729217  Q,0.024494,"Some wacko in China just released a statement blaming everybody other than China for the Virus which has now killed hundreds of thousands of people. Please explain to this dope that it was the “incompetence of China”, and nothing else, that did this mass Worldwide killing!",0.5428592
The news is dead. You are what matters now. Handle with care. Q,0.31089434,"“I said NO to a deal, Lou. If I would be willing to re-remember......they would recommend no jail time, &amp; I said NO. This President needs to be re-elected, Lou. One of the greatest Presidents in my lifetime. I would never give false testimony against him.” Roger Stone @LouDobbs..",0.15281975
[Michael Atkinson] Q,0.092942104,"....Roger Stone has been treated very unfairly. How about that jury Forewoman, does anybody think that was fair. DISGRACEFUL! Stay tuned.  @FoxNews And guys like Low Ratings Psycho Joe Scarborough are allowed to walk the streets? Open Cold Case!",0.25129554
"https://twitter.com/ShannonBream/status/1258549552900014080  Focus on tomorrow, first. Q",0.034386057,@RussVought45 @MarkMeadows @USTreasury,0.124120384
https://www.military.com/video/aircraft/gunships/ac-130-gunship-lights-up-the-night/658552061001  Q,0.068651035,Breaking: Michigan sends absentee ballots to 7.7 million people ahead of Primaries and the General Election. This was done illegally and without authorization by a rogue Secretary of State. I will ask to hold up funding to Michigan if they want to go down this Voter Fraud path!..,0.10816469
"https://twitter.com/kevincorke/status/1258541890909044736  Be ready to dig, Anons. Meat. Q",0.05704058,@RussVought45 @MarkMeadows @USTreasury,0.124120384
https://intelligence.house.gov/russiainvestigation/  Q,0.11640006,Breaking: Michigan sends absentee ballots to 7.7 million people ahead of Primaries and the General Eection. This was done illegally and without authorization by a rogue Secretary of State. I will ask to hold up funding to Michigan if they want to go down this Voter Fraud path!...,0.094978176
https://twitter.com/RepAdamSchiff/status/1258484733559930880  Keep watching the news. Q,0.033562347,Consistently great reporting by Elizabeth MacDonald of @FoxBusiness. She really understands OBAMAGATE!,0.11669268
https://twitter.com/AP/status/1258463906047164421  LET FREEDOM RING! Q,0.07579121,YES! https://t.co/1QEgo7MdTe,0.054806605
"https://twitter.com/WalkedAwa/status/1229170238740189184  Facts v Fiction Bridging [posting of Patriot TWIT accounts] serves to expand reach, prevent collapse, and maintain strength through UNITY. Q",0.056116212,"A really great woman, and what a job she is doing! https://t.co/MSCOqbAH5Q",0.10191222
"https://twitter.com/HuberHammerQ/status/1258450453253193729  Calculating 'lag' near impossible. Watch the news today, tomorrow, next week. Q",0.039742604,The Fake News knows this. Thanks Katie! https://t.co/bUbgAylOcB,0.15117659
https://www.themoscowtimes.com/2020/04/17/russia-approves-unproven-malaria-drug-to-treat-coronavirus-a70025  Russia using HCQ to treat COVID-19? Source of HCQ: China China using HCQ to treat COVID-19? The more you know… Q,0.100321956,They got caught. Some very nervous criminals out there. Thank you Ted! https://t.co/iDgxTokCwJ,0.2561834
https://twitter.com/An0n661/status/1258417972361732102  When do you expend ammunition?  For what purpose? Prevent public exposure of truth [slow limit reach]? Coordinated media roll-out designed to instill 'fear' into users re: discussing 'Q' re: risk of account termination? Coordinated media roll-out designed to silence a 'conspiracy' they deem to have significant potential [anti-[D]] ramifications re: 2020 P_election? You have more power and influence than you realize. Welcome to the Revolution. Q,0.08310763,Thank you! https://t.co/OGJgaL6A7v,0.0409428
https://twitter.com/delbigtree/status/1258125685014568960  It's time to wake up. Q,0.04245187,"Thanks. Sleepy Joe has given you nothing, and never will! https://t.co/aY4ccNVyMI",0.084744826
https://www.military.com/video/aircraft/gunships/ac-130-gunship-lights-up-the-night/658552061001  Q,0.068651035,Thank you Emily! https://t.co/Owc3mV9HP7,0.03342934
"There is a reason why Congress did not return to work this week [DC][non_COVID related]. Think [BOOM] drops this week and next [2019, 2020][+1]. [C]oats before [D]eclas [ongoing_now]. Q",0.05639594,So true. OBAMAGATE! https://t.co/iDgxTokCwJ,0.14989176
https://www.youtube.com/watch?v=yRCmuhCvxzc  [0:00 - 21.45] Q,0.033915114,THANK YOU @SenateGOP! https://t.co/wbgqxD6TPR,0.085752964
https://twitter.com/OmarBehiry6/status/1254063173507919873  There is so much truth in this. Q,0.019451218,“The Massive Trump Coronavirus Supply Effort that the Media Loves to Hate” @RichLowry https://t.co/VChm4ELmKZ,0.15173042
https://twitter.com/DevinNunes/status/1258183205162635265  Advocating overthrow of Government? Q,0.07467477,"I am pleased to announce that the Seattle area’s @SoundTransit will receive over $166M in federal funds from @USDOT to help keep the transit system open &amp; operational, helping get people to work or make necessary trips. These funds help replace lost fare revenue, very important!",0.057687152
Ready to stand? Q,0.06491051,I am proud to announce the Portland Area’s @trimet will receive over $184M in federal funds to support continued operations of their transit system. This will keep workers on the job and help the economic recovery by ensuring reliable transportation!,0.029781893
https://twitter.com/QAnon_Report/status/1258028582586253315  Worth remembering. [note: rare 'truth' caught on camera] Q,0.031223938,I am proud to announce the San Francisco Bay Area will receive over $700M in federal funds to support continued operations and support workers at @flySFO Intl Airport and for transit on @sfmta_muni &amp; @SFBart. This money will aid in economic recovery!,0.06215193
https://twitter.com/DocRock1007/status/1258104281942589440  Worth remembering. [note: they all read from a teleprompter - who controls the message?] Q,0.032355182,"DC’s @WMATA system is getting over $876M, a big boost to stay open &amp; operating! The federal funds will keep workers paid &amp; buses &amp; trains running on a limited schedule as they are needed for essential trips. Good news for those who rely on transit! Congrats to @MayorBowser &amp; all!",0.036503676
https://www.youtube.com/watch?v=nysB5C2CmA8  Q,0.029088378,.@foxandfriends trounces Morning Psycho (MSDNC) in the Ratings!,0.30194142
All assets deployed. Social media yesterday v today v tomorrow. WIN BY ANY MEANS NECESSARY. Everything is at stake. Q,0.07240068,This is the letter sent to Dr. Tedros of the World Health Organization. It is self-explanatory! https://t.co/pF2kzPUpDv,0.092236646
"Hmm, Feinstein Q drop.  She says, ""PRIVATE, public partnership…""",0.09245635,".@FoxNews is no longer the same. We miss the great Roger Ailes. You have more anti-Trump people, by far, than ever before. Looking for a new outlet! https://t.co/jXxsF0flUM",0.26852664
">>9052050 Is it really so hard to believe that there are elected officials in our gov who are enriching themselves at the expense of our Country [NAT SEC]? Why do they always include their spouse, son, daughter, etc.? Follow the money. Q",0.0964692,https://t.co/LQvPt19b8V,0.037113413
https://twitter.com/michaelbeatty3/status/1181784201072263169  https://www.washingtonexaminer.com/weekly-standard/the-spy-who-drove-her-dianne-feinstein-and-chinese-espionage  Connected? How do you comm [secure] non_publicly?  Define 'backchannel'. Q,0.06251205,https://t.co/Lwcyq5Pgpq,0.072885476
"https://www.fbi.gov/about/faqs  Q: Can I obtain detailed information about a current FBI investigation that I see in the news? A: No. Such information is protected from public disclosure, in accordance with current law and Department of Justice and FBI policy. This policy preserves the integrity of the investigation and the privacy of individuals involved in the investigation prior to any public charging for violations of the law. It also serves to protect the rights of people not yet charged with a crime. Q",0.06000074,https://t.co/5CHnYYVmB1,0.0519535
https://www.youtube.com/watch?v=BP-pqhXvI7Y  Sometimes you can't TELL the public the truth. YOU MUST SHOW THEM. ONLY THEN WILL PEOPLE FIND THE WILL TO CHANGE. Q,0.14533126,https://t.co/MxwXbIjDyS,0.07387817
https://twitter.com/JamesOKeefeIII/status/1258053844812120066  Pawpaw positive COVID-19 test result? Staged [FAKE] CBS COVID-19 reporting? Q,0.09351851,"A fantastic new book, “American Crusade” written by a Great American Patriot, @PeteHegseth — is available tomorrow! Hear more about it as he joins @SeanHannity tonight at 9:00pmE and @foxandfriends tomorrow morning at 8:30amE. Get your copy today! https://t.co/MsGVgODwVU",0.084337525
Dates are important. Q,0.059117645,Today we commemorate the 100th Anniversary of the birth of Saint John Paul II. HAPPY BIRTHDAY! https://t.co/v7y0r1oSDh,0.07243484
"https://www.washingtonexaminer.com/opinion/byron-yorks-daily-memo-exclusive-dni-to-schiff-the-transcripts-are-ready-to-release  Sorry, Adam, but the game is now over [it doesn't end here]. Locked on target. [it takes time to remove/install the right people [sleepers]] We are ready. Q",0.06574073,OIL (ENERGY) IS BACK!!!!,0.107945204
https://twitter.com/washingtonpost/status/1257752761631981570  Trolling can be fun! Q,0.082168974,LOSER! https://t.co/p5imhMJqS1,0.80180466
https://twitter.com/IngrahamAngle/status/1257754348395864068  Welcome to the REVOLUTION. Q,0.032869276,Sleepy Joe  is wrong again! https://t.co/BffAhzSDdi,0.07666455
https://www.reuters.com/article/us-health-coronavirus-tanzania/tanzania-suspends-laboratory-head-after-president-questions-coronavirus-tests-idUSKBN22G295  Sometimes you can't TELL the public the truth. YOU MUST SHOW THEM. Q,0.14904344,"So the so-called HHS Whistleblower was against HYDROXYCHLOROQUINE. Then why did he make, and sign, an emergency use authorization? @NorahODonnell said, “He shared his concerns with a reporter.” In other words, he LEAKED. A dumb @60Minutes hit job on a grandstanding Never Trumper!",0.7705915
"https://pubmed.ncbi.nlm.nih.gov/16115318/  https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30251-8/fulltext  When the protein sequence of the SARS-CoV-2 receptor binding site was analyzed, an interesting result was found. While SARS-CoV-2 is overall more similar to bat coronaviruses, the receptor binding site was more similar to SARS-CoV. https://www.cell.com/cell/fulltext/S0092-8674(20)30262-2?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867420302622%3Fshowall%3Dtrue  Both SARS-CoV-2 and SARS-CoV use the same host cell receptor. It also found that, for both viruses, the viral proteins used for host cell entry bind to the receptor with the same tightness (affinity). Knowledge is power. Q",0.10241862,We are with them! https://t.co/H7DRHXPJYb,0.053145308
https://twitter.com/100Brexit/status/1257726886681206786  WWG1WGA!!! Q,0.061125766,".....mixed about even wanting us to get out. They make a fortune $$$ by having us stay, and except at the beginning, we never really fought to win. We are more of a police force than the mighty military that we are, especially now as rebuilt. No, I am not acting impulsively!",0.095629685
"https://about.fb.com/news/2020/05/april-cib-report/  ""We removed 5 Pages, 20 Facebook accounts, and 6 Groups that originated in the US and focused domestically. Our investigation linked this activity to individuals associated with the QAnon network known to spread fringe conspiracy theories. We found this activity as part of our internal investigations into suspected coordinated inauthentic behavior ahead of the 2020 election in the US."" Information Warfare. Q",0.056115285,"The Wall Street Journal Editorial states that it doesn’t want me to act in an “impulsive” manner in Afghanistan. Could somebody please explain to them that we have been there for 19 years, and while soldier counts are way down now, hardly impulsive. Besides, the Taliban is.....",0.17749706
https://twitter.com/washingtonpost/status/1257668683415146496  Will you follow the narrative? Q,0.033338144,"Wow! The Front Page @washingtonpost Headline reads, “A BOOST IN TESTS, BUT LACK OF TAKERS.” We have done a great job on Ventilators, Testing, and everything else. Were left little by Obama. Over 11 million tests, and going up fast. More than all countries in the world, combined.",0.10582084
https://www.nbcnews.com/news/us-news/fbi-agrees-cia-assessment-russia-wanted-help-trump-n697066  Then and now. [Brennan] & [Comey] assessment [Clapper assist][hard-push]? https://www.justice.gov/archives/jm/criminal-resource-manual-923-18-usc-371-conspiracy-defraud-us  https://www.justice.gov/archives/jm/criminal-resource-manual-910-knowingly-and-willfully  https://uscode.house.gov/view.xhtml?path=/prelim@title18/part1/chapter115&edition=prelim  Q,0.092811406,TRANSITION TO GREATNESS,0.4440429
>>9033572 gifts?,0.07266248,REOPEN OUR COUNTRY!,0.17828844
>>9033572 >https://www.nsa.gov/resources/everyone/ghidra/  Should probably get around to messing with that.,0.05789345,Yes! https://t.co/kYjgTlFO5y,0.06935936
https://www.nsa.gov/resources/everyone/ghidra/  Toolkits can be helpful. Q,0.04663254,"True, except to the Fake News Media and a former president who didn’t have a clue! https://t.co/srDQVIKZlB",0.14347038
DARPA | FB | TWITTER | GOOG [D] coord & dev of [AI] tool in attempt to counter (your) reach [now public - see prev drop] demonstrates (your) collective influence. Think MSM daily attacks [losing ground]. You are winning the information warfare campaign. Support will always be provided [undisclosed methods]. Q,0.088720635,This is unbelievable! https://t.co/R1FCUnnzXz,0.06815465
https://onenewsnow.com/perspectives/bryan-fischer/2020/04/27/fauci-knew-about-hcq-in-2005-nobody-needed-to-die  Reconcile. Q,0.23035514,MAGA crowds are bigger than ever! https://t.co/zKxoTBw02v,0.095830426
[Sample _ past 30 days] http://www.bing.com/news/search?q=qanon+&qft=interval%3d%229%22&form=PTFTNR  Do you understand? Q,0.06461779,"This love of Country went all over. They hate Fake News, and so do I! https://t.co/b4HM0C298h",0.5154597
https://twitter.com/PGenium/status/1257369837862608903  Good example. See previous post. Q,0.02523215,This picture seems like just yesterday when Ronald recieved the Congressional Medal of Honor. What a man! https://t.co/77AzHrrOZC,0.10247979
Why is there an active [coordinated] disinformation campaign being deployed using [misleading headlines][no original source attach] tactics and pushed in attempt to amplify?  Direct [orig source] attacks or push pre-determined and orchestrated 'false-claim' statements of others [think decodes]? Constant MSM attacks? _why? When does the enemy expend ammunition? For what purpose? Question what you read [from every source]. Use discernment.  Q,0.116389565,"....spews lies. @60Minutes report was incorrect, which they couldn’t care less about. Fake News! I don’t know this guy, never met him, but don’t like what I see. How can a creep like this show up to work tomorrow &amp; report to @SecAzar, his boss, after trashing him on T.V.?....",0.5215538
"Why did [Hussein, Barry] choose 'RENEGADE' as USSS codename? Define 'Renegade'. [Hussein, Barry] parents both fluent in Russian? Is Russian a common language to learn? Public 'career' history mom-dad? Public 'career' history require Russian language as prerequisite? Farm work takes special skills. Q",0.16819146,"....This whole Whistleblower racket needs to be looked at very closely, it is causing great injustice &amp; harm. I hope you are listening @SenSusanCollins  I also hope that Shari Redstone will take a look at her poorly performing gang. She knows how to make things right!",0.17817464
"https://www.breitbart.com/politics/2020/05/03/congressman-nancy-pelosi-blocking-investigation-chinese-coronavirus-origins/  Why would Pelosi [D] block origination-source [roll-out] investigation of COVID-19 in [China]? Prevent public exposure of truth? Ask yourself, why? [D]_People's_Republic_of_China Q",0.079992004,".@60Minutes &amp; third place anchor, @NorahODonnell, are doing everything in their power to demean our Country, much to the benefit of the Radical Left Democrats. Tonight they put on yet another Fake “Whistleblower”, a disgruntled employee who supports Dems, fabricates stories, &amp;...",0.31967098
"https://www.foxnews.com/politics/dems-deploying-darpa-funded-information-warfare-tool-to-promote-biden  ""Information warfare."" Imagine that. Q",0.08864074,Enjoy the campaign Joe! https://t.co/OnvnD798am,0.030976307
"DJT  Intelligence has just reported to me that I was correct, and that they did NOT bring up the CoronaVirus subject matter until late into January, just prior to my banning China from the U.S. Also, they only spoke of the Virus in a very non-threatening, or matter of fact, manner…  …Fake News got it wrong again, as always, and tens of thousands of lives were saved by my EARLY BAN of China into our Country. The people that we’re allowed were heavily scrutinized and tested U.S. citizens, and as such, I welcome them with open arms!  https://twitter.com/realDonaldTrump/status/1257041819097092096   https://twitter.com/realDonaldTrump/status/1257041820124680192",0.15067527,Great job Peter! https://t.co/k9UuJr4JIM,0.040347002
">>9014676 ""very non-threatening,….."" - Intel assessment  What would have happened if POTUS challenged the COVID-19 narrative from the beginning? Q",0.102406554,100% correct! https://t.co/ijkl89Q5Xj,0.028776689
People [an informed free-thinking pubic] awake is their greatest fear. United we stand. Q,0.1829028,Watch @marklevinshow tonight on @FoxNews. He covers the Russia Hoax and all of the other criminality that came from the Obama Administration They got caught! A repeat later in evening. Really something.,0.1703343
https://twitter.com/joshshaffer08/status/1255548193175191553  Can you see clearly? Q,0.043059383,I think that is a great compliment. Thank you James! https://t.co/8ZfHD4LjT1,0.062251795
https://twitter.com/techreview/status/1257028268529725441  Ready to stand up? Q,0.026015969,"They, and the Lamestream Media (including Jake), have spent 3 1/2 years illegally smearing me. They got caught! https://t.co/J7tOWPGkUK",0.42343718
https://twitter.com/DailyCaller/status/1257018522070388753  Why are the gatekeepers [releasing of criminals - jailing of non_compliance [lockdown] people] all [D]? Know your rights. Q,0.19309309,The most incompetent and corrupt administration in U.S. history! https://t.co/NhmfQoOKS8,0.7093121
Sometimes you can't TELL the public the truth. YOU MUST SHOW THEM. It's time to wake up. Q,0.27770972,A CNN Faker! https://t.co/boSTXeIWcU,0.5876557
https://www.mystateline.com/news/local-news/illinois-releases-146-sex-offenders-including-3-sexually-dangerous-persons-convicted-in-winnebago-ogle-counties/  Why are [D] Govs around the Nation releasing convicted felons [dangerous] early?  Why are [D] Govs around the Nation instructing[ed] law enforcement to arrest those who [challenge] do not comply with lockdown order(s)? Reconcile. Q,0.2732877,"The number of Coronavirus cases is strongly trending downward throughout the United States, with few exceptions. Very good news, indeed!",0.063088976
https://twitter.com/mikepompeo/status/1256999526944124928  Q,0.0661953,https://t.co/YHnkBDfS3r,0.1283127
https://twitter.com/DocEvenhouse/status/1256765070245269505  Logical thinking. Q,0.04054822,Wall is going up fast. 184 miles as of today! https://t.co/oVWldDzAfQ,0.05293499
https://www.justice.gov/crt/deprivation-rights-under-color-law  Digest - know your rights. Q,0.047448833,Hard to believe considering the Lamestream Media is totally corrupt. The people understand! https://t.co/4duVyJzcuY,0.32973084
https://thehill.com/opinion/white-house/495580-a-hillary-clinton-barack-obama-ticket-to-replace-joe-biden  Q,0.10299645,"A great guy, a great book! https://t.co/fG7YXOCk9R",0.12331509
https://twitter.com/V_4_Vendatta/status/1256850285995200513  Never in our history has this been attempted. Patriots WW simply needed a 'spark' to re-ignite the engine. For humanity. WWG1WGA!!! Q,0.07093246,Fake Journalism. So bad for our Country! https://t.co/70j1l8mW9S,0.37170792
https://twitter.com/gsimmerman11/status/1256974883130654721  Listen carefully. Date speech made? [-1] Election Day Q,0.03735689,"The Obama Administration is turning out to be one of the most corrupt and incompetent in U.S. history. Remember, he and Sleepy Joe are the reasons I am in the White House!!!",0.76971453
https://twitter.com/TomFitton/status/1256946618223345665  Locked on target [painted]. Planned and immediate. Q,0.025236005,Lacy will do a great job. Omar is a corrupt disaster! https://t.co/hxhrMrWXOJ,0.4279284
https://twitter.com/DeAnna4Congress/status/1256767701458063361  The World is waking up. Q,0.04302587,Thank you very much to our beautiful “boaters.” I will never let you down! #MAGA https://t.co/BiqIqzgOcL,0.08433328
What would have happened if POTUS challenged the COVID-19 narrative from the beginning? Sometimes you can't TELL the public the truth. YOU MUST SHOW THEM. Who benefits the most? WHY ARE [D]'S SOLELY FOCUSED ON CLOSURE [RETAINING] AND VOTE-BY-MAIL? They do not care about your well-being. You are simply in the way. This is about regaining POWER. Self-preservation. Every asset deployed. Win by any means necessary. WIN OR DIE. Q,0.3497864,"Doing REALLY well, medically, on solving the CoronaVirus situation (Plague!). It will happen!",0.18480587
https://twitter.com/mitchellvii/status/1256669174094585856  2020 Presidential Election Q,0.035828844,....May Phyllis Rest In Peace. Warmest condolences to her beloved family!!!,0.06093253
https://www.washingtontimes.com/news/2020/apr/28/coronavirus-hype-biggest-political-hoax-in-history/  Q,0.083988495,"Phyllis George was a great person and a true pioneer for women in television. The NFL could not have made a better “pick” when they choose Phyllis to be the first woman to represent them. Also, a wonderful First Lady of Kentucky as the wife of Gov. John Y. Brown....",0.12984739
BOOM WEEK AHEAD. Treason doesn't pay well in the end. Q,0.10544869,Great Rally and fantastic job on @ffweekend this morning. It is all happening! #MAGA https://t.co/ZdJqYDhENy,0.08760213
https://twitter.com/LeoRedfish/status/1256662317263196168  WWG1WGA!!! Q,0.05338608,I will be interviewed by @MariaBartiromo at 10:00 A.M. on @FoxNews. Thank you!,0.06375835
https://twitter.com/cale_fitzgerald/status/1256662398662041601  WWG1WGA!!! Q,0.056127883,".....are therefore given massive advantages over The United States, and everyone else? Prior to the Plague floating in from China, our Economy was blowing everybody away, the best of any country, EVER. We will be there again, and soon!",0.31089434
https://twitter.com/JaredDe08755962/status/1256662411580526596  WWG1WGA!!! Q,0.06491638,"Why is it that China, for decades, and with a population much bigger than ours, is paying a tiny fraction of $’s to The World Health Organization, The United Nations and, worst of all, The World Trade Organization, where they are considered a so-called “developing country” and...",0.15829585
https://twitter.com/Human63945079/status/1256662505222537219  WWG1WGA!!! Q,0.07001351,Doing a GREAT job! https://t.co/OYRpiYiXpp,0.045898985
https://twitter.com/GreatAwakeningE/status/1256662582183821312  WWG1WGA!!! Q,0.044525597,Thank you! https://t.co/oARCqHpblU,0.056787595
https://twitter.com/Yeg5571571/status/1256662673728483328  Never has this been attempted. Dark > LIGHT. Q,0.052788824,OBAMAGATE!,0.1140804
https://twitter.com/johncardillo/status/1256577527662903298  KNOWLEDGE IS POWER. Q,0.05182372,https://t.co/L3sxMC9fXm,0.08375489
https://twitter.com/drshannae/status/1256656533909155841  WWG1WGA!!! Q,0.050422445,https://t.co/p2NN08cDgl,0.085248925
https://twitter.com/DanMeyerswords/status/1256662744574509056  WWG1WGA!!! GOD WINS! Q,0.06923786,"Mitch, I love you, but this is 100% true. Time is running out. Get tough and move quickly, or it will be too late. The Dems are vicious, but got caught. They MUST pay a big price for what they have done to our Country. Don’t let them get away with this! @LindseyGrahamSC https://t.co/PplfqTJdHc",0.15489712
https://twitter.com/QStorm1111/status/1256662790040846336  WWG1WGA!!! Q,0.06560083,"This is true. I say it all the time. The Republicans must play by the same rules, or die! Wow Mollie, you are good. https://t.co/CThwiLRn9F",0.26357284
https://twitter.com/United_W3_Stand/status/1256662853366366210  WWG1WGA!!! Q,0.045503072,"Really sad, but even “sadder”, watch flunky @Lawrence CRY when I whipped his mind &amp; he was FORCED to apologize to me over Apprentice fees. Even Psycho Cold Case Joe Scarborough (bad ratings) beat him up, on air, unmercifully. Find tapes &amp; play (5 years back?). https://t.co/JPbJd4f5UV",0.31676915
https://twitter.com/Itsthe_LO_down/status/1256662905820459008  WWG1WGA!!! Q,0.033736728,Amazing! https://t.co/TAfFJ1rWWN,0.08245194
https://twitter.com/Pulizzi777/status/1256656038696071168  WWG1WGA!!! Q,0.08690851,One of a kind! https://t.co/k2zvDsELo5,0.035249356
https://twitter.com/sargehill69/status/1256656150432538626  WWG1WGA!!! Q,0.05271385,"I’m not running against Sleepy Joe Biden. He is not even a factor. Never was, remember 1% Joe? I’m running against the Radical Left, Do Nothing Democrats &amp; their partner, the real opposition party, the Lamestream Fake News Media! They are vicious &amp; crazy, but we will WIN! https://t.co/ltdHSmaMYT",0.51635605
https://twitter.com/mestino/status/1256656368565727232  WWG1WGA!!! Q,0.097095996,America is proud of Ron Johnson. He never gives up! https://t.co/tfWXWRuy8q,0.06835167
https://twitter.com/PatrioticPop/status/1256656470843801600  WWG1WGA!!! Q,0.053618662,Is the NFL watching? https://t.co/gIJSJ6QE7L,0.07484977
https://twitter.com/rocksnherbs/status/1256656506898001920  WWG1WGA!!! Q,0.059531406,People can’t get enough of this. Great people! https://t.co/b4HM0C298h,0.28366628
https://twitter.com/Dr3V13/status/1256656644194344961  Nothing can stop what is coming. WWG1WGA!!! Q,0.048405252,"We’ve done a GREAT job on Covid response, making all Governors look good, some fantastic (and that’s OK), but the Lamestream Media doesn’t want to go with that narrative, and the Do Nothing Dems talking point is to say only bad about “Trump”. I made everybody look good, but me!",0.21250404
"https://twitter.com/TrumpCanuck/status/1249164649406365698  We, the PEOPLE! WWG1WGA!!! Q",0.1176717,"95% Approval Rating in Republican Party. 51% Plus, overall. But you NEVER read or see this in the Fake News Media. Always hearing bad, made up numbers on how badly I’m doing. Lamestream Media is unhinged and CORRUPT! https://t.co/ebrufe2ZEQ",0.69542736
https://twitter.com/jacky_lope/status/1256654627711397888  You are trending WW 24/7/365 w/ censorship.  Never in our history has this been attempted. WWG1WGA!!! Q,0.058037218,Mexico must take control of this very big problem! https://t.co/VfSw5j1OWl,0.26557902
https://twitter.com/GongFu_God/status/1256652507021029378  WWG1WGA!!! Q,0.06342003,"Lou, this is just one of numerous concepts being considered under which we would pay 10% of what we have been paying over many years, matching much lower China payments. Have not made final decision. All funds are frozen. Thanks! https://t.co/xQUzHy4NDa",0.02797374
https://www.sfgate.com/news/article/Initiative-seeks-to-challenge-Trump-s-online-15241493.php  [OP-combat-OP] They fear you [massive global reach]. You attack those you fear the most. For God and Country. Q,0.15217274,“Scandal has defined the Obama Administration.” @LisaMarieBoothe @ffweekend,0.114832364
